"","gene","cluster","external_gene_name"
"5170","ENSMUSG00000097842",1,"9330104G04Rik"
"5171","ENSMUSG00000097847",1,"4930478K11Rik"
"5172","ENSMUSG00000097889",1,NA
"5173","ENSMUSG00000097892",1,"Gm26801"
"5174","ENSMUSG00000097928",1,NA
"5175","ENSMUSG00000097929",1,"Tunar"
"5176","ENSMUSG00000097994",1,"Gm26982"
"5177","ENSMUSG00000098134",1,"Rnf113a2"
"5178","ENSMUSG00000098188",1,"Sowahc"
"5179","ENSMUSG00000098234",1,"Snhg6"
"5180","ENSMUSG00000098274",1,"Rpl24"
"5181","ENSMUSG00000098370",1,"Gm19541"
"5182","ENSMUSG00000098447",1,"Gm27184"
"5183","ENSMUSG00000098496",1,NA
"5184","ENSMUSG00000098702",1,"1500015A07Rik"
"5185","ENSMUSG00000098793",1,NA
"5186","ENSMUSG00000098794",1,"Gm28038"
"5187","ENSMUSG00000098919",1,"Mir8102"
"5188","ENSMUSG00000098923",1,"Tmem185b"
"5189","ENSMUSG00000099568",1,"Gm28513"
"5190","ENSMUSG00000099703",1,NA
"5191","ENSMUSG00000099760",1,"Gm28800"
"5192","ENSMUSG00000099839",1,"Gm29374"
"5193","ENSMUSG00000100078",1,"Gm6170"
"5194","ENSMUSG00000100113",1,"Gm28592"
"5195","ENSMUSG00000100204",1,"Gm4849"
"5196","ENSMUSG00000100334",1,"C230024C17Rik"
"5197","ENSMUSG00000100396",1,"Gm29367"
"5198","ENSMUSG00000100518",1,"4930440C22Rik"
"5199","ENSMUSG00000100707",1,"Gm28523"
"5200","ENSMUSG00000100725",1,NA
"5201","ENSMUSG00000100755",1,"Rps23-ps1"
"5202","ENSMUSG00000100779",1,"Gm29292"
"5203","ENSMUSG00000100798",1,"Gm19589"
"5204","ENSMUSG00000100954",1,"Gm10138"
"5205","ENSMUSG00000100975",1,"Gm28875"
"5206","ENSMUSG00000101013",1,"A630072M18Rik"
"5207","ENSMUSG00000101037",1,"Gm28424"
"5208","ENSMUSG00000101166",1,"Gm28496"
"5209","ENSMUSG00000101188",1,"Eif4a-ps4"
"5210","ENSMUSG00000101386",1,"Gm29346"
"5211","ENSMUSG00000101581",1,"C430002N11Rik"
"5212","ENSMUSG00000101609",1,"Kcnq1ot1"
"5213","ENSMUSG00000101878",1,"Gm8203"
"5214","ENSMUSG00000101892",1,"9130401M01Rik"
"5215","ENSMUSG00000101905",1,"4930439D14Rik"
"5216","ENSMUSG00000101970",1,"Chaserr"
"5217","ENSMUSG00000102030",1,"Gm29106"
"5218","ENSMUSG00000102066",1,NA
"5219","ENSMUSG00000102187",1,"Gm7897"
"5220","ENSMUSG00000102270",1,"Gm8388"
"5221","ENSMUSG00000102418",1,"Sh2d1b1"
"5222","ENSMUSG00000102425",1,"Gm26616"
"5223","ENSMUSG00000102426",1,NA
"5224","ENSMUSG00000102457",1,"Gm38342"
"5225","ENSMUSG00000102550",1,"Gm8276"
"5226","ENSMUSG00000102573",1,"Gm7265"
"5227","ENSMUSG00000102605",1,"Gm37264"
"5228","ENSMUSG00000102644",1,"Thap6"
"5229","ENSMUSG00000102712",1,"Gm37758"
"5230","ENSMUSG00000102776",1,"Gm38162"
"5231","ENSMUSG00000102782",1,"Gm37625"
"5232","ENSMUSG00000102976",1,"Zc3h11a"
"5233","ENSMUSG00000103009",1,"Gm4430"
"5234","ENSMUSG00000103030",1,"E330011M16Rik"
"5235","ENSMUSG00000103041",1,"Gm37305"
"5236","ENSMUSG00000103062",1,"Gm37200"
"5237","ENSMUSG00000103138",1,"Gm2238"
"5238","ENSMUSG00000103313",1,"Gm38357"
"5239","ENSMUSG00000103367",1,"Gm38158"
"5240","ENSMUSG00000103464",1,"Gm38246"
"5241","ENSMUSG00000103536",1,"Gm37837"
"5242","ENSMUSG00000103649",1,"Gm37768"
"5243","ENSMUSG00000103706",1,"6820402A03Rik"
"5244","ENSMUSG00000103897",1,"Pcdhga8"
"5245","ENSMUSG00000103966",1,"Gm37120"
"5246","ENSMUSG00000103975",1,"Gm37676"
"5247","ENSMUSG00000104093",1,"A330015K06Rik"
"5248","ENSMUSG00000104212",1,"Gm37986"
"5249","ENSMUSG00000104279",1,"Gm38300"
"5250","ENSMUSG00000104394",1,"Gm37254"
"5251","ENSMUSG00000104444",1,"Gm33051"
"5252","ENSMUSG00000104445",1,"Rhbg"
"5253","ENSMUSG00000104459",1,"Gm37824"
"5254","ENSMUSG00000104528",1,"Gm43314"
"5255","ENSMUSG00000104559",1,"Gm43118"
"5256","ENSMUSG00000104723",1,"Gm43106"
"5257","ENSMUSG00000104861",1,"3110039M20Rik"
"5258","ENSMUSG00000104868",1,"Gm9954"
"5259","ENSMUSG00000104872",1,"1700008B11Rik"
"5260","ENSMUSG00000104876",1,"Trdc"
"5261","ENSMUSG00000104960",1,"Snhg8"
"5262","ENSMUSG00000105006",1,"Gm9484"
"5263","ENSMUSG00000105419",1,"Gm43205"
"5264","ENSMUSG00000105461",1,"Gm4742"
"5265","ENSMUSG00000105506",1,"Gm43743"
"5266","ENSMUSG00000105510",1,"Gm43815"
"5267","ENSMUSG00000105552",1,"Gm19710"
"5268","ENSMUSG00000105645",1,"Gm6649"
"5269","ENSMUSG00000105651",1,"1700017M07Rik"
"5270","ENSMUSG00000105679",1,"Gm43338"
"5271","ENSMUSG00000105692",1,"Gm43737"
"5272","ENSMUSG00000105787",1,"Gm8099"
"5273","ENSMUSG00000105954",1,"Gm42793"
"5274","ENSMUSG00000105975",1,"Gm9831"
"5275","ENSMUSG00000105987",1,"AI506816"
"5276","ENSMUSG00000106025",1,"Gm42940"
"5277","ENSMUSG00000106037",1,"Gm4332"
"5278","ENSMUSG00000106121",1,"Gm42679"
"5279","ENSMUSG00000106149",1,"Gm43430"
"5280","ENSMUSG00000106239",1,"Gm9260"
"5281","ENSMUSG00000106375",1,"Gm43361"
"5282","ENSMUSG00000106475",1,"Gm43011"
"5283","ENSMUSG00000106558",1,"Gm5552"
"5284","ENSMUSG00000106734",1,"Gm20559"
"5285","ENSMUSG00000106744",1,NA
"5286","ENSMUSG00000106831",1,"Ube2n-ps1"
"5287","ENSMUSG00000106915",1,"Gm42655"
"5288","ENSMUSG00000106928",1,"Gm43860"
"5289","ENSMUSG00000106943",1,"Dancr"
"5290","ENSMUSG00000106990",1,"Gm42547"
"5291","ENSMUSG00000106997",1,NA
"5292","ENSMUSG00000107035",1,"Ybx1-ps2"
"5293","ENSMUSG00000107045",1,"Gm43636"
"5294","ENSMUSG00000107090",1,"Gm42884"
"5295","ENSMUSG00000107092",1,"Gm7993"
"5296","ENSMUSG00000107108",1,"Gm9936"
"5297","ENSMUSG00000107134",1,"Gm42528"
"5298","ENSMUSG00000107143",1,"Gm6598"
"5299","ENSMUSG00000107329",1,NA
"5300","ENSMUSG00000107350",1,"Gm19610"
"5301","ENSMUSG00000107352",1,"Gm43660"
"5302","ENSMUSG00000107355",1,"AI839979"
"5303","ENSMUSG00000000056",2,"Narf"
"5304","ENSMUSG00000000085",2,"Scmh1"
"5305","ENSMUSG00000000127",2,"Fer"
"5306","ENSMUSG00000000142",2,"Axin2"
"5307","ENSMUSG00000000171",2,"Sdhd"
"5308","ENSMUSG00000000184",2,"Ccnd2"
"5309","ENSMUSG00000000202",2,"Btbd17"
"5310","ENSMUSG00000000305",2,"Cdh4"
"5311","ENSMUSG00000000326",2,"Comt"
"5312","ENSMUSG00000000374",2,"Trappc10"
"5313","ENSMUSG00000000392",2,"Fap"
"5314","ENSMUSG00000000399",2,"Ndufa9"
"5315","ENSMUSG00000000420",2,"Galnt1"
"5316","ENSMUSG00000000439",2,"Mkrn2"
"5317","ENSMUSG00000000532",2,"Acvr1b"
"5318","ENSMUSG00000000552",2,"Zfp385a"
"5319","ENSMUSG00000000579",2,"Dynlt1c"
"5320","ENSMUSG00000000631",2,"Myo18a"
"5321","ENSMUSG00000000632",2,"Sez6"
"5322","ENSMUSG00000000686",2,"Abhd15"
"5323","ENSMUSG00000000739",2,"Sult5a1"
"5324","ENSMUSG00000000869",2,"Il4"
"5325","ENSMUSG00000000876",2,"Pxmp4"
"5326","ENSMUSG00000000881",2,"Dlg3"
"5327","ENSMUSG00000000901",2,"Mmp11"
"5328","ENSMUSG00000000957",2,"Mmp14"
"5329","ENSMUSG00000000959",2,"Oxa1l"
"5330","ENSMUSG00000001036",2,"Epn2"
"5331","ENSMUSG00000001119",2,"Col6a1"
"5332","ENSMUSG00000001123",2,"Lgals9"
"5333","ENSMUSG00000001143",2,"Lman2l"
"5334","ENSMUSG00000001157",2,"Gmcl1"
"5335","ENSMUSG00000001166",2,"Oas1c"
"5336","ENSMUSG00000001240",2,"Ramp2"
"5337","ENSMUSG00000001334",2,"Fndc5"
"5338","ENSMUSG00000001418",2,"Glmp"
"5339","ENSMUSG00000001441",2,"Npepps"
"5340","ENSMUSG00000001482",2,"Def8"
"5341","ENSMUSG00000001506",2,"Col1a1"
"5342","ENSMUSG00000001555",2,"Fkbp10"
"5343","ENSMUSG00000001558",2,"Klhl10"
"5344","ENSMUSG00000001604",2,"Tcea3"
"5345","ENSMUSG00000001630",2,"Stk38l"
"5346","ENSMUSG00000001665",2,"Gstt3"
"5347","ENSMUSG00000001666",2,"Ddt"
"5348","ENSMUSG00000001741",2,"Il16"
"5349","ENSMUSG00000001751",2,"Naglu"
"5350","ENSMUSG00000001768",2,"Rin2"
"5351","ENSMUSG00000001983",2,"Taco1"
"5352","ENSMUSG00000001986",2,"Gria3"
"5353","ENSMUSG00000001999",2,"Blvra"
"5354","ENSMUSG00000002010",2,"Idh3g"
"5355","ENSMUSG00000002015",2,"Bcap31"
"5356","ENSMUSG00000002032",2,"Tmem25"
"5357","ENSMUSG00000002058",2,"Unc119"
"5358","ENSMUSG00000002059",2,"Rab34"
"5359","ENSMUSG00000002068",2,"Ccne1"
"5360","ENSMUSG00000002105",2,"Slc39a13"
"5361","ENSMUSG00000002108",2,"Nr1h3"
"5362","ENSMUSG00000002147",2,"Stat6"
"5363","ENSMUSG00000002205",2,"Vrk3"
"5364","ENSMUSG00000002227",2,"Mov10"
"5365","ENSMUSG00000002249",2,"Tead3"
"5366","ENSMUSG00000002250",2,"Ppard"
"5367","ENSMUSG00000002257",2,"Def6"
"5368","ENSMUSG00000002279",2,"Lmf1"
"5369","ENSMUSG00000002324",2,"Rec8"
"5370","ENSMUSG00000002329",2,"Mdp1"
"5371","ENSMUSG00000002332",2,"Dhrs1"
"5372","ENSMUSG00000002379",2,"Ndufa11"
"5373","ENSMUSG00000002393",2,"Nr2f6"
"5374","ENSMUSG00000002578",2,"Ikzf4"
"5375","ENSMUSG00000002661",2,"Alkbh7"
"5376","ENSMUSG00000002688",2,"Prkd1"
"5377","ENSMUSG00000002731",2,"Prkra"
"5378","ENSMUSG00000002732",2,"Fkbp7"
"5379","ENSMUSG00000002771",2,"Grin2d"
"5380","ENSMUSG00000002808",2,"Epdr1"
"5381","ENSMUSG00000002831",2,"Plin4"
"5382","ENSMUSG00000002844",2,"Adprh"
"5383","ENSMUSG00000002847",2,"Pla1a"
"5384","ENSMUSG00000002881",2,"Nab1"
"5385","ENSMUSG00000002908",2,"Kcnn1"
"5386","ENSMUSG00000002997",2,"Prkar2b"
"5387","ENSMUSG00000003051",2,"Elf3"
"5388","ENSMUSG00000003070",2,"Efna2"
"5389","ENSMUSG00000003072",2,"Atp5d"
"5390","ENSMUSG00000003166",2,"Dgcr2"
"5391","ENSMUSG00000003178",2,NA
"5392","ENSMUSG00000003190",2,"Bcl2l12"
"5393","ENSMUSG00000003199",2,"Mpnd"
"5394","ENSMUSG00000003273",2,"Car11"
"5395","ENSMUSG00000003282",2,"Plag1"
"5396","ENSMUSG00000003308",2,"Keap1"
"5397","ENSMUSG00000003352",2,"Cacnb3"
"5398","ENSMUSG00000003363",2,"Pld3"
"5399","ENSMUSG00000003378",2,"Grik5"
"5400","ENSMUSG00000003380",2,"Rabac1"
"5401","ENSMUSG00000003420",2,"Fcgrt"
"5402","ENSMUSG00000003477",2,"Inmt"
"5403","ENSMUSG00000003528",2,"Slc25a1"
"5404","ENSMUSG00000003546",2,"Klc4"
"5405","ENSMUSG00000003559",2,"As3mt"
"5406","ENSMUSG00000003573",2,"Homer3"
"5407","ENSMUSG00000003581",2,"Rnf215"
"5408","ENSMUSG00000003585",2,"Sec14l2"
"5409","ENSMUSG00000003623",2,"Crot"
"5410","ENSMUSG00000003644",2,"Rps6ka1"
"5411","ENSMUSG00000003662",2,"Ciao1"
"5412","ENSMUSG00000003680",2,"Taf6l"
"5413","ENSMUSG00000003779",2,"Kif20a"
"5414","ENSMUSG00000003809",2,"Gcdh"
"5415","ENSMUSG00000003812",2,"Dnase2a"
"5416","ENSMUSG00000003813",2,"Rad23a"
"5417","ENSMUSG00000003934",2,"Efnb3"
"5418","ENSMUSG00000003948",2,"Mmd"
"5419","ENSMUSG00000003992",2,"Ssbp2"
"5420","ENSMUSG00000004031",2,"Brinp2"
"5421","ENSMUSG00000004032",2,"Gstm5"
"5422","ENSMUSG00000004035",2,"Gstm7"
"5423","ENSMUSG00000004040",2,"Stat3"
"5424","ENSMUSG00000004043",2,"Stat5a"
"5425","ENSMUSG00000004070",2,"Hmox2"
"5426","ENSMUSG00000004099",2,"Dnmt1"
"5427","ENSMUSG00000004105",2,"Angptl2"
"5428","ENSMUSG00000004151",2,"Etv1"
"5429","ENSMUSG00000004558",2,"Ndrg2"
"5430","ENSMUSG00000004562",2,"Arhgef40"
"5431","ENSMUSG00000004610",2,"Etfb"
"5432","ENSMUSG00000004626",2,"Stxbp2"
"5433","ENSMUSG00000004655",2,"Aqp1"
"5434","ENSMUSG00000004698",2,"Hdac9"
"5435","ENSMUSG00000004748",2,"Mtfp1"
"5436","ENSMUSG00000004791",2,"Pgf"
"5437","ENSMUSG00000004892",2,"Bcan"
"5438","ENSMUSG00000004902",2,"Slc25a18"
"5439","ENSMUSG00000004937",2,"Sgta"
"5440","ENSMUSG00000004945",2,"Tmem242"
"5441","ENSMUSG00000005078",2,"Jkamp"
"5442","ENSMUSG00000005142",2,"Man2b1"
"5443","ENSMUSG00000005150",2,"Wdr83"
"5444","ENSMUSG00000005161",2,"Prdx2"
"5445","ENSMUSG00000005360",2,"Slc1a3"
"5446","ENSMUSG00000005362",2,"Crbn"
"5447","ENSMUSG00000005397",2,"Nid1"
"5448","ENSMUSG00000005410",2,"Mcm5"
"5449","ENSMUSG00000005469",2,"Prkaca"
"5450","ENSMUSG00000005501",2,"Usp40"
"5451","ENSMUSG00000005510",2,"Ndufs3"
"5452","ENSMUSG00000005580",2,"Adcy9"
"5453","ENSMUSG00000005656",2,"Snx6"
"5454","ENSMUSG00000005672",2,"Kit"
"5455","ENSMUSG00000005674",2,"Tomm40l"
"5456","ENSMUSG00000005682",2,"Pan2"
"5457","ENSMUSG00000005683",2,"Cs"
"5458","ENSMUSG00000005698",2,"Ctcf"
"5459","ENSMUSG00000005774",2,"Rfx5"
"5460","ENSMUSG00000005800",2,"Mmp8"
"5461","ENSMUSG00000005823",2,"Gpr108"
"5462","ENSMUSG00000005907",2,"Pex1"
"5463","ENSMUSG00000005917",2,"Otx1"
"5464","ENSMUSG00000005949",2,"Ctns"
"5465","ENSMUSG00000005950",2,"P2rx5"
"5466","ENSMUSG00000005958",2,"Ephb3"
"5467","ENSMUSG00000005981",2,"Trap1"
"5468","ENSMUSG00000005986",2,"Ankrd13d"
"5469","ENSMUSG00000006021",2,"Kptn"
"5470","ENSMUSG00000006134",2,"Crkl"
"5471","ENSMUSG00000006289",2,"Osgep"
"5472","ENSMUSG00000006342",2,"Susd2"
"5473","ENSMUSG00000006344",2,"Ggt5"
"5474","ENSMUSG00000006369",2,"Fbln1"
"5475","ENSMUSG00000006373",2,"Pgrmc1"
"5476","ENSMUSG00000006378",2,"Gcat"
"5477","ENSMUSG00000006398",2,"Cdc20"
"5478","ENSMUSG00000006403",2,"Adamts4"
"5479","ENSMUSG00000006519",2,"Cyba"
"5480","ENSMUSG00000006526",2,"Stimate"
"5481","ENSMUSG00000006678",2,"Pola1"
"5482","ENSMUSG00000006717",2,"Acot13"
"5483","ENSMUSG00000006731",2,"B4galnt1"
"5484","ENSMUSG00000006800",2,"Sulf2"
"5485","ENSMUSG00000006850",2,"Tmco6"
"5486","ENSMUSG00000006920",2,"Ezh1"
"5487","ENSMUSG00000006931",2,"P3h4"
"5488","ENSMUSG00000006941",2,"Eif1b"
"5489","ENSMUSG00000006958",2,"Chrd"
"5490","ENSMUSG00000007097",2,"Atp1a2"
"5491","ENSMUSG00000007107",2,"Atp1a4"
"5492","ENSMUSG00000007216",2,"Zfp775"
"5493","ENSMUSG00000007338",2,"Mrpl49"
"5494","ENSMUSG00000007570",2,"Fance"
"5495","ENSMUSG00000007777",2,"0610009B22Rik"
"5496","ENSMUSG00000007815",2,"Rhoa"
"5497","ENSMUSG00000007833",2,"Aldh16a1"
"5498","ENSMUSG00000007837",2,"Prrg2"
"5499","ENSMUSG00000007891",2,"Ctsd"
"5500","ENSMUSG00000007908",2,"Hmgcll1"
"5501","ENSMUSG00000007950",2,"Abhd8"
"5502","ENSMUSG00000008036",2,"Ap2s1"
"5503","ENSMUSG00000008090",2,"Fgfrl1"
"5504","ENSMUSG00000008140",2,"Emc10"
"5505","ENSMUSG00000008540",2,"Mgst1"
"5506","ENSMUSG00000008575",2,"Nfib"
"5507","ENSMUSG00000008822",2,"Acyp1"
"5508","ENSMUSG00000009013",2,"Dynll1"
"5509","ENSMUSG00000009035",2,"Tmem184b"
"5510","ENSMUSG00000009076",2,"Zmat5"
"5511","ENSMUSG00000009185",2,"Ccl8"
"5512","ENSMUSG00000009246",2,"Trpm5"
"5513","ENSMUSG00000009378",2,"Slc16a12"
"5514","ENSMUSG00000009394",2,"Syn2"
"5515","ENSMUSG00000009569",2,"Mrtfb"
"5516","ENSMUSG00000009628",2,"Tex15"
"5517","ENSMUSG00000009681",2,"Bcr"
"5518","ENSMUSG00000009731",2,"Kcnd1"
"5519","ENSMUSG00000009739",2,"Pou6f1"
"5520","ENSMUSG00000009863",2,"Sdhb"
"5521","ENSMUSG00000010047",2,"Hyal2"
"5522","ENSMUSG00000010054",2,"Tusc2"
"5523","ENSMUSG00000010175",2,"Prox1"
"5524","ENSMUSG00000010307",2,"Tmem86a"
"5525","ENSMUSG00000010358",2,"Ifi35"
"5526","ENSMUSG00000010492",2,"Uckl1os"
"5527","ENSMUSG00000010529",2,"Gm266"
"5528","ENSMUSG00000010607",2,"Pigyl"
"5529","ENSMUSG00000010609",2,"Psen2"
"5530","ENSMUSG00000010803",2,"Gabra1"
"5531","ENSMUSG00000011171",2,"Vipr2"
"5532","ENSMUSG00000011382",2,"Dhdh"
"5533","ENSMUSG00000011589",2,"Fsd1"
"5534","ENSMUSG00000011752",2,"Pgam1"
"5535","ENSMUSG00000011837",2,"Snapc2"
"5536","ENSMUSG00000011884",2,"Gltp"
"5537","ENSMUSG00000012428",2,"Steap4"
"5538","ENSMUSG00000013150",2,"Gfod2"
"5539","ENSMUSG00000013236",2,"Ptprs"
"5540","ENSMUSG00000013367",2,"Iglon5"
"5541","ENSMUSG00000013495",2,"Tmem175"
"5542","ENSMUSG00000013584",2,"Aldh1a2"
"5543","ENSMUSG00000013593",2,"Ndufs2"
"5544","ENSMUSG00000013663",2,"Pten"
"5545","ENSMUSG00000013787",2,"Ehmt2"
"5546","ENSMUSG00000013921",2,"Clip3"
"5547","ENSMUSG00000013973",2,"Dedd"
"5548","ENSMUSG00000013997",2,"Nit1"
"5549","ENSMUSG00000014030",2,"Pax5"
"5550","ENSMUSG00000014243",2,"Zswim7"
"5551","ENSMUSG00000014426",2,"Map3k4"
"5552","ENSMUSG00000014551",2,"Mrps25"
"5553","ENSMUSG00000014606",2,"Slc25a11"
"5554","ENSMUSG00000014773",2,"Dll1"
"5555","ENSMUSG00000014776",2,"Nol3"
"5556","ENSMUSG00000015016",2,"Acsf3"
"5557","ENSMUSG00000015053",2,"Gata2"
"5558","ENSMUSG00000015094",2,"Npdc1"
"5559","ENSMUSG00000015095",2,"Fbxw5"
"5560","ENSMUSG00000015165",2,"Hnrnpl"
"5561","ENSMUSG00000015224",2,"Cyp2j9"
"5562","ENSMUSG00000015289",2,"Lage3"
"5563","ENSMUSG00000015342",2,"Xk"
"5564","ENSMUSG00000015357",2,"Clpx"
"5565","ENSMUSG00000015377",2,"Dennd6b"
"5566","ENSMUSG00000015474",2,"Ppt2"
"5567","ENSMUSG00000015476",2,"Prrt1"
"5568","ENSMUSG00000015536",2,"Mocs2"
"5569","ENSMUSG00000015697",2,"Setdb1"
"5570","ENSMUSG00000015709",2,"Arnt2"
"5571","ENSMUSG00000015745",2,"Plekho1"
"5572","ENSMUSG00000015747",2,"Vps45"
"5573","ENSMUSG00000015806",2,"Qdpr"
"5574","ENSMUSG00000015846",2,"Rxra"
"5575","ENSMUSG00000015869",2,"Prpsap1"
"5576","ENSMUSG00000015943",2,"Bola1"
"5577","ENSMUSG00000016179",2,"Camk1g"
"5578","ENSMUSG00000016252",2,"Atp5e"
"5579","ENSMUSG00000016262",2,"Sertad4"
"5580","ENSMUSG00000016349",2,"Eef1a2"
"5581","ENSMUSG00000016382",2,"Pls3"
"5582","ENSMUSG00000016386",2,"Mpped2"
"5583","ENSMUSG00000016495",2,"Plgrkt"
"5584","ENSMUSG00000016503",2,"Gtf3a"
"5585","ENSMUSG00000016541",2,"Atxn10"
"5586","ENSMUSG00000016624",2,"Phf21b"
"5587","ENSMUSG00000016637",2,"Ift27"
"5588","ENSMUSG00000016757",2,"Ttll12"
"5589","ENSMUSG00000016763",2,"Scube1"
"5590","ENSMUSG00000016933",2,"Plcg1"
"5591","ENSMUSG00000017188",2,"Coa3"
"5592","ENSMUSG00000017210",2,"Med24"
"5593","ENSMUSG00000017314",2,"Mpp2"
"5594","ENSMUSG00000017386",2,"Traf4"
"5595","ENSMUSG00000017390",2,"Aldoc"
"5596","ENSMUSG00000017400",2,"Stac2"
"5597","ENSMUSG00000017405",2,"Nek8"
"5598","ENSMUSG00000017446",2,"C1qtnf1"
"5599","ENSMUSG00000017493",2,"Igfbp4"
"5600","ENSMUSG00000017561",2,"Crlf3"
"5601","ENSMUSG00000017667",2,"Zfp334"
"5602","ENSMUSG00000017670",2,"Elmo2"
"5603","ENSMUSG00000017692",2,"Rhbdl3"
"5604","ENSMUSG00000017713",2,"Tha1"
"5605","ENSMUSG00000017715",2,"Pgs1"
"5606","ENSMUSG00000017721",2,"Pigt"
"5607","ENSMUSG00000017724",2,"Etv4"
"5608","ENSMUSG00000017734",2,"Dbndd2"
"5609","ENSMUSG00000017760",2,"Ctsa"
"5610","ENSMUSG00000017802",2,"Retreg3"
"5611","ENSMUSG00000017817",2,"Jph2"
"5612","ENSMUSG00000018012",2,"Rac3"
"5613","ENSMUSG00000018169",2,"Mfng"
"5614","ENSMUSG00000018334",2,"Ksr1"
"5615","ENSMUSG00000018340",2,"Anxa6"
"5616","ENSMUSG00000018398",2,"Septin8"
"5617","ENSMUSG00000018405",2,"Mrm1"
"5618","ENSMUSG00000018411",2,"Mapt"
"5619","ENSMUSG00000018427",2,"Ypel2"
"5620","ENSMUSG00000018459",2,"Slc13a3"
"5621","ENSMUSG00000018559",2,"Ctdnep1"
"5622","ENSMUSG00000018574",2,"Acadvl"
"5623","ENSMUSG00000018585",2,"Atox1"
"5624","ENSMUSG00000018752",2,"Tnfsfm13"
"5625","ENSMUSG00000018809",2,"Smyd4"
"5626","ENSMUSG00000018858",2,"Mrpl58"
"5627","ENSMUSG00000018882",2,"Mrpl45"
"5628","ENSMUSG00000018899",2,"Irf1"
"5629","ENSMUSG00000018965",2,"Ywhah"
"5630","ENSMUSG00000018983",2,"E2f2"
"5631","ENSMUSG00000018999",2,"Slc35b4"
"5632","ENSMUSG00000019055",2,"Plod1"
"5633","ENSMUSG00000019080",2,"Mfsd3"
"5634","ENSMUSG00000019088",2,"Dnase1l1"
"5635","ENSMUSG00000019139",2,"Isyna1"
"5636","ENSMUSG00000019194",2,"Scn1b"
"5637","ENSMUSG00000019295",2,"Tmem129"
"5638","ENSMUSG00000019338",2,"Zfp687"
"5639","ENSMUSG00000019359",2,"Gdpd2"
"5640","ENSMUSG00000019428",2,"Fkbp8"
"5641","ENSMUSG00000019437",2,"Tlcd1"
"5642","ENSMUSG00000019461",2,"Plscr3"
"5643","ENSMUSG00000019489",2,"Cd70"
"5644","ENSMUSG00000019494",2,"Cops6"
"5645","ENSMUSG00000019518",2,"Ap4m1"
"5646","ENSMUSG00000019539",2,"Rcn3"
"5647","ENSMUSG00000019558",2,"Slc6a8"
"5648","ENSMUSG00000019577",2,"Pdk4"
"5649","ENSMUSG00000019718",2,"L3hypdh"
"5650","ENSMUSG00000019732",2,"Calr3"
"5651","ENSMUSG00000019738",2,"Polr2i"
"5652","ENSMUSG00000019763",2,"Rmnd1"
"5653","ENSMUSG00000019773",2,"Fbxo5"
"5654","ENSMUSG00000019779",2,"Frk"
"5655","ENSMUSG00000019804",2,"Snx3"
"5656","ENSMUSG00000019810",2,"Fuca2"
"5657","ENSMUSG00000019828",2,"Grm1"
"5658","ENSMUSG00000019841",2,"Rev3l"
"5659","ENSMUSG00000019846",2,"Lama4"
"5660","ENSMUSG00000019850",2,"Tnfaip3"
"5661","ENSMUSG00000019856",2,"Fam184a"
"5662","ENSMUSG00000019874",2,"Fabp7"
"5663","ENSMUSG00000019876",2,"Pkib"
"5664","ENSMUSG00000019883",2,"Echdc1"
"5665","ENSMUSG00000019906",2,"Lin7a"
"5666","ENSMUSG00000019975",2,"Ikbip"
"5667","ENSMUSG00000019998",2,"Stx7"
"5668","ENSMUSG00000020009",2,"Ifngr1"
"5669","ENSMUSG00000020052",2,"Ascl1"
"5670","ENSMUSG00000020056",2,"Washc3"
"5671","ENSMUSG00000020064",2,"Herc4"
"5672","ENSMUSG00000020070",2,"Rufy2"
"5673","ENSMUSG00000020083",2,"Fam241b"
"5674","ENSMUSG00000020086",2,"Macroh2a2"
"5675","ENSMUSG00000020092",2,"Pald1"
"5676","ENSMUSG00000020100",2,"Slc29a3"
"5677","ENSMUSG00000020115",2,"Tbk1"
"5678","ENSMUSG00000020150",2,"Gamt"
"5679","ENSMUSG00000020153",2,"Ndufs7"
"5680","ENSMUSG00000020160",2,"Meis1"
"5681","ENSMUSG00000020163",2,"Uqcr11"
"5682","ENSMUSG00000020167",2,"Tcf3"
"5683","ENSMUSG00000020178",2,"Adora2a"
"5684","ENSMUSG00000020185",2,"E2f7"
"5685","ENSMUSG00000020230",2,"Prmt2"
"5686","ENSMUSG00000020235",2,"Fzr1"
"5687","ENSMUSG00000020241",2,"Col6a2"
"5688","ENSMUSG00000020257",2,"Wdr82"
"5689","ENSMUSG00000020265",2,"Sumo3"
"5690","ENSMUSG00000020287",2,"Mpg"
"5691","ENSMUSG00000020308",2,"Tpgs1"
"5692","ENSMUSG00000020311",2,"Erlec1"
"5693","ENSMUSG00000020321",2,"Mdh1"
"5694","ENSMUSG00000020331",2,"Hcn2"
"5695","ENSMUSG00000020335",2,"Zfp354b"
"5696","ENSMUSG00000020366",2,"Mapk9"
"5697","ENSMUSG00000020374",2,"Rasgef1c"
"5698","ENSMUSG00000020381",2,"Mrnip"
"5699","ENSMUSG00000020393",2,"Kremen1"
"5700","ENSMUSG00000020415",2,"Pttg1"
"5701","ENSMUSG00000020424",2,"Castor1"
"5702","ENSMUSG00000020432",2,"Tcn2"
"5703","ENSMUSG00000020440",2,"Arf5"
"5704","ENSMUSG00000020441",2,"2310033P09Rik"
"5705","ENSMUSG00000020456",2,"Ogdh"
"5706","ENSMUSG00000020473",2,"Aebp1"
"5707","ENSMUSG00000020474",2,"Polm"
